Id	idConcept	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	UF1	UF2	UF3	UF4	UF5	UF6	UF7	RT1	RT2	RT3	RT4	RT5	RT6	RT7	RT8	RT9	RT10	RT11	RT12	RT13	LANG1	LANG2	LANG3	LANG4	LANG5	LANG6	NOTE1	NOTE2	NOTE3	NOTE4	
851	35470				projectile														pointe de flèche	pointe de lance	arme à feu	arme de jet										proiettile(it)	projectiel(nl)	projectile(en)	Projektil(de)	proyectil(es)	قذيفة(ar)	Corps lancé ou projeté pour atteindre une cible. Un projectile peut provenir d'une arme de jet (flèche) ou d'une arme à feu (balle, obus...), ou bien être lancé à main nue comme une pierre, un caillou, une lance...			
852	155649					balle (projectile)																										bala (munición)(es)	bullet(en)	Geschoss(de)	kogel (munitie)(nl)	pallottola(it)					
853	13519						balle de fronde												fronde													bola de honda(es)	proiettile di fionda(it)	Schleuderkugel(de)	slinger (wapen)(nl)	sling-stone(en)	كرة المقلاع(ar)	Déplacement depuis MACHINE DE GUERRE vers PROJECTILE le 31/07/2017. PM			
854	24096					boulet													canon (arme)													bala de cañón(es)	cannonball(en)	kanonbal(nl)	Kanonenkugel(de)	palla da cannone(it)	قُلَّة(ar)				
855	155671						boulet de baliste												baliste													ballista bawl(en)									
856	155651					carreau d'arbalète													arbalète													Bolzen (Geschoss)(de)	crossbow bolt(en)	quadrello(it)	virote(es)			Projectile utilisé avec une arbalète, dont le fer pyramidal à quatre pans a une base carrée (Wikipédia).			
857	14773					flèche													arc	carquois												arrow(en)	flecha(es)	freccia(it)	Pfeil(de)	pijl(nl)	سهم(ar)				
858	16312						pointe de flèche												projectile													arrowhead(en)	Pfeilspitze(de)	pijlpunt(nl)	punta de flecha(es)	punta di freccia(it)	رأس السهم(ar)				
859	16311							pointe de Palmela																								Palmela point(en)	Palmela-punt(nl)	Palmela-Spitze(de)	punta de Palmela(es)	punta di Palmela(it)	رأس بالميلا(ar)				
860	35181					obus													trou d'obus													granaat(nl)	granata (proiettile)(it)	Granate(de)	obús (proyectil)(es)	shell (projectile)(en)	قذيفة مِدفع(ar)				
861	178092						éclat d'obus																																		
862	178533			armement																																		Ensemble des armes qui constituent une partie de l’équipement d’un soldat			
863	13825			char de combat								char de guerre																				carro da guerra(it)	Streitwagen(de)	strijdwagen(nl)	tanque de guerra(es)	war chariot(en)	مركبة قتال(ar)				
864	15539			engin de siège								machine de guerre																				arma da assedio(it)	arma de asedio(es)	Belagerungsgeräte(de)	belegeringswapen(nl)	siege engine(en)	آلة حرب(ar)	Tout matériel employé dans la guerre de siège : bélier, catapulte, baliste ... (Lar.)	Remplacement du descripteur MACHINE DE GUERRE par ENGIN DE SIEGE, terme plus communément admis. 31/07/2017. PM		
865	155673				baliste														boulet de baliste													balista(es)	balista(it)	ballista(en)	ballista(nl)	Balliste(de)		Engin de siège développé à partir d'une arme grecque plus ancienne (Wikipedia).			
866	13777				catapulte																											catapult(en)	catapulta(es)	catapulta(it)	katapult (wapen)(nl)	Wurfmaschine(de)	منجنيق(ar)	Machine de guerre pour lancer des projectiles (Lar.)			
867	155648				trébuchet																											Blide(de)	fundíbulo(es)	trabucco(it)	trebuchet(en)	trebuchet(nl)		Pièce d’artillerie dite à contrepoids. Il s’agit d’un engin de siège qui a été utilisé au Moyen Âge, soit pour détruire la maçonnerie des murs, soit pour lancer des projectiles par-dessus les fortifications (Wikipédia).			
868	27437			équipement militaire																												equipaggiamento militare(it)	equipo militar(es)	militaire uitrusting(nl)	militärische Ausrüstung(de)	military equipment(en)	عتاد عسكري(ar)				
869	15021			harnachement du cheval															attelage													equipos para caballo(es)	finimenti da cavallo(it)	horse-trappings(en)	paardenuitrusting(nl)	Pferdegeschirr(de)	حلَّة الفرس(ar)				
870	17678				éperon (harnachement)																											espuela(es)	sperone(it)	sporen(nl)	Sporn(de)	spur(en)	مِهماز(ar)				
871	17719				étrier																											estribo(es)	staffa(it)	Steigbügel(de)	stijgbeugel(nl)	stirrup(en)	رِكاب(ar)				
872	15022				harnais							harnachement																				finimenti(it)	harnas(nl)	harness(en)	montura(es)	Zuggeschirr(de)	عدَّة(ar)	Equipement complet d'une bête de trait ou de bât (Lar.)			
873	15749					mors																										bit(en)	bit(nl)	bocado(es)	morso(it)	Trense(de)	شكيمة(ar)	Barre métallique passée dans la bouche du cheval et maintenue par la bride (Lar.)			
874	28397					passe-guide						anneau passe-guide																				amarres(es)	bridle(en)	filettone(it)	hoofdstel(nl)	Leitzügel(de)	نير (ar)				
875	15044				hipposandale														cheval													hiposandalo(es)	hipposandaal(nl)	hoof-pad(en)	Hufschuh(de)	ipposandalo(it)	حَدوة(ar)	Espèce de sabot à semelle de fer, avec les rebords portant des anneaux dans lesquels on passait des courroies pour fixer ce sabot aux pieds des chevaux et des bêtes de somme. (BOSC, Ernest. Dictionnaire général de l’archéologie et des antiquités chez les divers peuples)			
876	13362		armée																													armada(es)	Armee(de)	army(en)	esercito(it)	leger(nl)	جيش(ar)	Les personnes (BL)			
877	13365			armée égyptienne																												ägyptische Armee(de)	armada egipicia(es)	Egyptian army(en)	Egyptisch leger(nl)	esercito egizio(it)	جيش مصري(ar)	Armée levée par les pharaons. (BL)			
878	13363			armée grecque																												armada griega(es)	esercito greco(it)	Greek army(en)	griechische Armee(de)	Grieks leger(nl)	جيش اغريقي(ar)	Armée levée par les gouvernants grecs et chargée de la défense du Monde grec. (BL)			
879	16167				peltaste																											peltast(en)	peltast(nl)	peltasta(es)	peltasta(it)	Peltasten(de)	مشاة مسلحين بدريعة(ar)	Fantassin grec armé d’une pelta. (Lar.)			
880	13364			armée romaine																												armada romana(es)	esercito romano(it)	Roman army(en)	Romeins leger(nl)	römische Armee(de)	جيش روماني(ar)	Armée levée par les gouvernants romains et chargée de la défense du Monde romain. (BL)			
881	13497				auxiliaire																											ausiliare(it)	auxiliar(es)	Auxiliartruppen(de)	auxiliary troop(en)	hulptroepen(nl)	احتياطي(ar)				
882	13948				cohorte																											cohort(en)	cohorte(es)	cohorte(nl)	coorte(it)	Kohorte(de)	فرقة عسكرية رومانية(ar)				
883	15530				légion							légion romaine																				legioen(nl)	legion(en)	Legion(de)	legión(es)	legione(it)	فيلق(ar)				
884	13805					centurion																										Centurio(de)	centurion(en)	centurion(nl)	centurión(es)	centurione(it)	قائد مئة(ar)				
885	14527					décurion																										decurio(nl)	decurion(en)	decurión(es)	decurione(it)	Dekurio(de)	قائد عشرة(ar)				
886	15532					légionnaire																										legioensoldaat(nl)	Legionär(de)	legionario(es)	legionario(it)	legionary(en)	جندي(ar)				
887	13787			cavalerie																												caballería(es)	cavalerie(nl)	cavalleria(it)	cavalry(en)	Reiterei(de)	سلاح الفرسان(ar)	Ensemble des formations militaires combattant à cheval (Lar.)			
888	13788				cavalier														chevalier	ordre équestre	statue équestre	course de chevaux										cavaliere(it)	horseman(en)	jinete(es)	Reiter(de)	ruiter(nl)	فارس(ar)				
889	13850			chef militaire																												capo militare(it)	Heeresführer(de)	jefe militar(es)	militair bevelhebber(nl)	military chief(en)	قائد عسكري(ar)				
890	14358				diadoque														Diadoques													diadoch(nl)	Diadoche(de)	diadochus(en)	diadoco(es)	diadoco(it)	جنرالات الاسكندر(ar)	Titre donné aux généraux d'Alexandre le Grand qui se disputèrent son empire après sa mort (Lar.)			
891	14970				général																											generaal(nl)	general(en)	general(es)	General(de)	generale(it)	لواء(ar)				
892	17053				stratège														magistrat													estratega(es)	strateeg(nl)	Stratege(de)	stratego(it)	strategus(en)	خبير حربي(ar)	Magistrat chargé de toutes les questions militaires (Rob.)			
893	35821			garnison																												Garnison(de)	garnizoen(nl)	garrison(en)	guarnición(es)	guarnigione(it)	حامية(ar)	Ensemble de troupes occupant une place, une forteresse pour la défendre.  Par extension, lieu où stationne au moins une unité de l'armée, même en temps de paix. (Atilf)			
894	14957			guerrier								militaire	soldat																			guerrero(es)	Krieger(de)	krijger(nl)	soldato(it)	warrior(en)	محارب(ar)				
895	178521				conducteur de char														cocher																						
896	178522					agitator						agitatores																										Dans le contexte gréco-romain, le conducteur de char le plus expérimenté qui peut conduire le quadrige porte le titre d’agitator. (WP le 12/11/18)			
897	13486					aurige													quadrige	course de char												auriga(es)	auriga(it)	charioteer(en)	Wagenlenker(de)	wagenmenner(nl)	عَربَجي(ar)	Un aurige est un conducteur de char de course, ou de char de guerre, dans le contexte gréco-romain. (WP le 12/11/18)			
898	15224			infanterie																												fanteria(it)	Fußtruppen(de)	infantería(es)	infanterie(nl)	infantry(en)	مشاة(ar)	Ensemble des troupes combattant à pied (Lar.)			
899	13285				archer																											arcere(it)	archer(en)	arquero(es)	Bogenschütze(de)	boogschutter(nl)	رُماة(ar)	Combattant armé de l'arc (Lar.)			
900	14707				fantassin																											fante(it)	foot soldier(en)	Fußkämpfer(de)	infante(es)	infanterist(nl)	جندي مشاة(ar)				
901	15106				hoplite																											hopliet(nl)	hoplita(es)	hoplite(en)	Hoplite(de)	oplita(it)	جندي مدجج بالسلاح(ar)	Soldat d'infanterie pesamment armé (bouclier, casque, cuirasse, cnémide, épée, lance) (Lar.)			
902	177776				phalange (armée)							phalange militaire																													
903	15638			mercenaire																												huursoldaat(nl)	mercenario(es)	mercenario(it)	mercenary(en)	Söldner(de)	مرتزق(ar)	Soldat qui sert à prix d'argent un gouvernement étranger (Lar.)			
904	15639				mercenariat																											huursoldatendom(nl)	mercenariato(it)	mercenariazgo(es)	mercenariness(en)	Söldnertum(de)	مرتزقة(ar)				
905	13385		art militaire																													arte militar(es)	arte militare(it)	Kriegsführung(de)	oorlogsvoering(nl)	warfare(en)	فن القتال(ar)	Ensemble des connaissances qui se rapportent à la constitution et à l'emploi des forces armées ou, plus généralement, au métier des armes (Lar.)			
906	13518			balistique																												balistica(it)	balística(es)	Balistik(de)	ballistics(en)	ballistiek(nl)	القذائف(ar)	Science qui étudie les mouvements des projectiles de guerre (Lar.)			
907	35621			castellologie															château-fort													castellology(en)	kastelenkunde(nl)	دراسة القصور المحصنة(ar)				Etude des châteaux du Moyen Âge (plus précisément du Xe au XVe siècle) et par extension des autres fortifications de cette époque. Elle s'intéresse à l'évolution, la fonction, la forme et les relations avec l'environnement des châteaux. (Wikipédia)			
908	16317			poliorcétique																												belegeringskunst(nl)	poliorcetica(it)	poliorcético(es)	poliorcetics(en)	Poliorketik(de)	فن الحصار(ar)	Art d'assiéger des villes (Lar.)			
909	17051			stratégie								stratégie défensive																				estrategia(es)	strategia(it)	strategie(nl)	Strategie(de)	strategy(en)	التخطيط(ar)	Partie  de l’art militaire qui consiste à organiser, à coordonner et à disposer les forces armées sur un théâtre d’opérations. (Lar.)			
910	17209			tactique								tactique militaire																				táctica(es)	tactics(en)	tactiek(nl)	Taktik(de)	tattica(it)	تكتيك(ar)	Art de combiner tous les moyens militaires au combat ; exécution des plans de la stratégie (Rob.)			
911	13684		bâtiment militaire																architecture monumentale													edificio militar(es)	edificio militare(it)	militair gebouw(nl)	Militärgebäude(de)	military building(en)	منشأة عسكرية(ar)	construction immobilière, pouvant comporter plusieurs édifices, servant à l’abri ou ayant une fonction spécifique, se rapportant à la guerre (ER)			
